region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 15.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 16.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 14.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 17.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > Всего (сумма гр. 14–17) > 13.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 20.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 21.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 19.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 22.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > Всего (сумма гр. 19–22) > 18.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 5.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 6.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 4.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 7.0	Программы подготовки специалистов среднего звена на базе основного общего образования > Всего (сумма гр. 4–7) > 3.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 10.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 11.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 9.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образовате-льных услуг > 12.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > Всего (сумма гр. 9–12) > 8.0
Ямало-Ненецкий автономный округ	Частные; Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	1
Ямало-Ненецкий автономный округ	Частные; Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	2	2
Ямало-Ненецкий автономный округ	Частные; Очная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	75	0	0	0	3	3
Ямало-Ненецкий автономный округ	Частные; Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	1245	0	0	0	39	39
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	8	8
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	8
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	7	0	0	57	64	16	0	0	16	32
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	23	13	0	0	12	25
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	14	25	0	0	26	51
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	26	4	0	31	61	96	0	12	114	222
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	3	0	0	7	10	30	0	14	13	57
Ярославская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	1	5
